timestamp,hidden_layer_sizes,activation,solver,max_iter,learning_rate,random_state,pred_2025,loss,n_iter
2025-10-24T09:20:53.507828,"(16, 8)",identity,adam,5000,adaptive,42,24312.059445554383,0.02120602049982223,146
2025-10-24T09:21:27.122949,"(16, 8)",identity,sgd,5000,adaptive,42,20921.1614515113,0.05292467372024323,137
2025-10-24T09:21:44.464692,"(16, 8)",identity,lbfgs,5000,adaptive,42,25382.393311516607,0.019134302850181317,5
