timestamp,pred_2025,fitness_finale,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,gamma,reg_lambda
2025-10-29T14:11:49.411089,24153.125,0.48925857718630816,150,2,0.2,0.6,0.6,0,1.0
2025-10-29T14:12:07.943860,24151.94921875,0.4892527557736414,200,3,0.2,0.8,1.0,0,1.5
2025-10-29T14:14:52.877331,24153.123046875,0.4892585675242433,100,2,0.2,0.8,0.8,0,0.5
2025-10-29T14:42:26.919721,24153.763671875,0.48926173524263994,200,2,0.1,0.8,0.8,0,0.5
