timestamp,pred_2025,accuracy_within_5pct_test,n_estimators,max_depth,min_samples_split,min_samples_leaf
2025-10-28T15:13:38.372812,24755.600000000002,0.6666666666666666,50,2,2,1
2025-10-28T15:14:05.354219,24864.183333333338,0.6666666666666666,10,6,3,1
2025-10-28T15:16:11.182714,23509.333333333336,0.6666666666666666,10,None,3,2
2025-10-28T15:16:30.760933,23661.845,0.6666666666666666,100,4,4,1
2025-10-28T15:16:58.638849,24601.530000000002,0.6666666666666666,200,5,2,1
2025-10-28T15:41:43.173156,24250.966277777785,0.6666666666666666,300,4,3,1
